"DATE","count"
2018-12-31,13
2019-01-01,12
2019-01-02,16
2019-01-03,14
2019-01-04,13
2019-01-05,20
2019-01-06,19
2019-01-07,15
2019-01-08,27
2019-01-09,23
2019-01-10,22
2019-01-11,21
2019-01-12,19
2019-01-13,10
2019-01-14,14
2019-01-15,23
2019-01-16,29
2019-01-17,18
2019-01-18,22
2019-01-19,27
2019-01-20,12
2019-01-21,11
2019-01-22,17
2019-01-23,15
2019-01-24,10
2019-01-25,10
2019-01-26,9
2019-01-27,12
2019-01-28,29
2019-01-29,21
2019-01-30,16
2019-01-31,30
2019-02-01,21
2019-02-02,16
2019-02-03,19
2019-02-04,22
2019-02-05,21
2019-02-06,23
2019-02-07,26
2019-02-08,42
2019-02-09,16
2019-02-10,36
2019-02-11,19
2019-02-12,29
2019-02-13,23
2019-02-14,26
2019-02-15,22
2019-02-16,10
2019-02-17,32
2019-02-18,21
2019-02-19,26
2019-02-20,18
2019-02-21,18
2019-02-22,29
2019-02-23,18
2019-02-24,29
2019-02-25,26
2019-02-26,20
2019-02-27,17
2019-02-28,16
2019-03-01,15
2019-03-02,13
2019-03-03,20
2019-03-04,26
2019-03-05,14
2019-03-06,17
2019-03-07,16
2019-03-08,16
2019-03-09,23
2019-03-10,8
2019-03-11,18
2019-03-12,27
2019-03-13,28
2019-03-14,33
2019-03-15,21
2019-03-16,18
2019-03-17,17
2019-03-18,20
2019-03-19,26
2019-03-20,29
2019-03-21,27
2019-03-22,19
2019-03-23,22
2019-03-24,16
2019-03-25,31
2019-03-26,19
2019-03-27,26
2019-03-28,34
2019-03-29,26
